State	District	Population	Winner	PVI	Vote gap	Wasted votes	FV Safe D	FV Lean D	FV Tossup	FV Lean R	FV Safe R	Pop per seats	Compactness	Area	Paired edge length	Unpaired edge length	PRES08_DEM vote %	PRES08_REP vote %	PRES08_DEM votes	PRES08_REP votes	VAP_WHITE %	VAP_BLACK %	VAP_HISPAN %	VAP_ASIAN %	VAP_HAWAII %	VAP_INDIAN %	VAP_MULTI %	VAP_OTHER %	VAP_WHITE pop	VAP_BLACK pop	VAP_HISPAN pop	VAP_ASIAN pop	VAP_HAWAII pop	VAP_INDIAN pop	VAP_MULTI pop	VAP_OTHER pop
Alabama	1	2,731,271	1,3,	R+11	237984	282769	1.0	0.0	1.0	0.0	2.0	682,818	0.4288466241244236	4.60820938818796E12	6331731.753341739	7051520.511836707	0.3947980093133298	0.6052019906866702	446,543	684,524	0.691658789	0.244496713	0.036752463	0.011677609	0.000472432	0.004642391	0.009791713	0.000507889	1,443,541	510,282	76,705	24,372	986	9,689	20,436	1,060
Alabama	2	2,048,465	1,2,	R+11	197762	150456	1.0	0.0	0.0	0.0	2.0	682,822	0.4688641953955113	6.406442280092417E12	6331731.753341743	9029126.638207098	0.39046520798993284	0.6095347920100672	352,487	550,249	0.696843878	0.251246310	0.026683015	0.010163401	0.000274323	0.006320319	0.007969460	0.000499293	1,087,220	391,996	41,631	15,857	428	9,861	12,434	779
Alaska	1	667,047	0,1,	R+1	2872	138486	0.0	0.0	1.0	0.0	0.0	667,047	0.2264219287995333	1.5083765280721478E14	0.0	1.2199423518190756E8	0.4948153603974409	0.5051846396025591	137,050	139,922	0.682767432	0.030848059	0.046737802	0.053328565	0.008598975	0.132700778	0.043645155	0.001373235	356,987	16,129	24,437	27,883	4,496	69,383	22,820	718
Arizona	1	2,130,789	1,2,	R+7	94596	120025	1.0	0.0	0.0	1.0	1.0	710,263	0.34861214393569495	6.108000927260013E12	8082308.909085352	9007946.024934188	0.434322675250159	0.565677324749841	312,774	407,368	0.525649673	0.055024472	0.359713468	0.026604326	0.001587301	0.017507698	0.012679578	0.001233485	809,685	84,757	554,085	40,980	2,445	26,968	19,531	1,900
Arizona	2	2,130,489	1,2,	R+5	77336	130091	1.0	0.0	0.0	1.0	1.0	710,163	0.6930620462411883	1.1900141678570889E13	9844749.18363109	6459123.2530172095	0.45046109222100655	0.5495389077789935	351,602	428,936	0.735751299	0.020772974	0.136463787	0.023914545	0.001497790	0.068269155	0.012288350	0.001042100	1,204,483	34,007	223,402	39,150	2,452	111,762	20,117	1,706
Arizona	3	2,130,739	1,2,	R+2	23484	126986	1.0	0.0	1.0	0.0	1.0	710,246	0.5553351932888341	5.922709163329532E12	6986852.46565238	6119894.735917936	0.4845900029924873	0.5154099970075127	369,213	392,695	0.633037394	0.033732285	0.260925230	0.032913653	0.002083159	0.023005563	0.013070354	0.001232362	1,003,727	53,485	413,716	52,187	3,303	36,477	20,724	1,954
Arkansas	1	2,915,918	1,3,	R+10	215728	264382	1.0	0.0	1.0	0.0	2.0	728,980	0.6539099518575601	1.1261157163174865E13	0.0	1.9614453169639323E7	0.39800382969669745	0.6019961703033025	420,899	636,626	0.775210337	0.142388349	0.050395497	0.012152730	0.001438459	0.006748190	0.011198294	0.000468145	1,708,907	313,887	111,094	26,790	3,171	14,876	24,686	1,032
California	1	3,514,921	3,2,	D+1	13222	112923	2.0	0.0	1.0	0.0	2.0	702,984	0.20584175859457757	5.329694838464404E12	1.3561467406145072E7	5968764.359359252	0.5058536187939243	0.49414638120607574	571,218	557,998	0.462758094	0.033918910	0.379228047	0.098807192	0.002273035	0.004899688	0.016526672	0.001588362	1,189,553	87,191	974,833	253,991	5,843	12,595	42,483	4,083
California	2	3,502,280	3,2,	D+8	220008	143108	2.0	1.0	0.0	0.0	2.0	700,456	0.39715899577175956	1.1230742446140889E13	1.0646004807897463E7	1.0939563612571532E7	0.5768682754278535	0.42313172457214654	825,521	605,518	0.611567525	0.054321828	0.193412880	0.095159595	0.004498202	0.011446579	0.027418094	0.002175298	1,624,157	144,264	513,652	252,718	11,946	30,399	72,815	5,777
California	3	3,527,052	4,1,	D+17	173384	244436	3.0	0.0	1.0	0.0	1.0	705,410	0.1329604082615813	8.820541753556432E11	5313714.880469338	5088958.001779152	0.6709312334514844	0.3290687665485156	819,988	402,176	0.448065861	0.108982744	0.306612355	0.108091672	0.001877914	0.002195452	0.021315436	0.002858566	1,230,448	299,281	841,998	296,834	5,157	6,029	58,535	7,850
California	4	3,504,829	3,2,	D+9	191284	106828	3.0	0.0	0.0	1.0	1.0	700,966	0.18060914527678645	2.0736795239543738E12	1.2011738890921365E7	0.0	0.5895295348893811	0.4104704651106189	629,772	438,490	0.340397364	0.074716671	0.445979460	0.114719210	0.002399097	0.003835621	0.016229701	0.001722876	858,266	188,388	1,124,477	289,249	6,049	9,671	40,921	4,344
California	5	3,512,173	3,2,	D+4	120058	135883	2.0	1.0	0.0	0.0	2.0	702,435	0.1593643662585117	5.4763326770735223E11	5048528.9003065275	2030420.757793101	0.5441768250501173	0.45582317494988267	739,434	619,378	0.554866032	0.042532381	0.264217766	0.106505230	0.004145924	0.003629215	0.022159853	0.001943599	1,494,793	114,581	711,795	286,922	11,169	9,777	59,698	5,236
California	6	3,492,989	4,1,	D+22	42898	129323	3.0	1.0	0.0	0.0	1.0	698,598	0.27955027118725273	2.088060096597106E12	7936527.96111576	2335663.086255807	0.7165847517653718	0.2834152482346282	926,696	366,516	0.434408293	0.025588083	0.277474229	0.230968467	0.005279653	0.002715793	0.021505278	0.002060204	1,143,688	67,367	730,520	608,082	13,900	7,150	56,618	5,424
California	7	3,509,056	4,1,	D+20	4302	116796	3.0	0.0	1.0	0.0	1.0	701,811	0.25387416043973543	3.46907091817896E11	4143833.251522597	0.0	0.7018394969552918	0.29816050304470826	819,698	348,230	0.344648668	0.039556394	0.408909519	0.185444483	0.000922997	0.001976252	0.016514675	0.002027011	923,422	105,984	1,095,597	496,864	2,473	5,295	44,248	5,431
